diff_C7_pitch,diff_C7_roll,diff_T3_pitch,diff_T3_roll,diff_T7_pitch,diff_T7_roll,label
3.948032038768478,1.3564001089649116,-1.1736859648373803,-1.164324383925642,1.918586822882272,-1.1585442320311556,normal
0.6049056789150853,-1.4057188231024318,-4.312294581282582,0.7856183314881847,-4.783200611644495,-2.5320778008360594,normal
-2.270060188803028,-0.5644407512163392,3.664121922303885,-3.5618704655336417,-3.5307592533382293,0.1688205117198096,normal
-1.3609568113129566,0.93924504586418,-2.877483943555757,-0.729234374483192,0.2773064742746652,-1.5015967247970123,normal
-1.5042665305734924,-2.6442773223897498,-0.0337430618448347,-3.0521091249275556,4.630695461272344,2.0563622802579724,normal
0.5221589875118885,0.4921530896728088,-3.3204651222460764,0.4284207029749262,-4.899175309699439,1.8461664499885264,normal
-0.2891207059706013,-1.7996105209867717,-3.6963049759185687,2.642805565547289,-0.752759238973222,-1.1515969273994688,normal
0.8590457239211535,-0.9627057010407912,0.8102099234869875,1.5291907221021697,-4.407600388406835,-1.6923050007648968,normal
2.577498806239878,-0.7730309396280365,-2.0980438080565964,2.438862817805898,2.3282002977904965,0.8281585785089098,normal
-1.1979355946132249,-2.990516560201677,-2.7658374350150705,3.390600071427057,-0.4641474416595428,2.031314555985495,normal
-0.1800253039508346,-1.6127993865128107,0.9040900626190852,3.845091416164923,2.50883224473006,0.9034890137710349,normal
-0.0895650977748788,2.0547562609380594,-6.549362760224361,-0.7475183761646697,3.911609139535015,0.2176176705954283,normal
0.2294019413387557,0.8927814287793661,-0.5491797195937799,-1.2956755456841185,-4.968922286502232,3.6947351118537903,normal
-2.021234007232969,0.8218777741492111,2.2885052942551853,1.2831685827833903,-1.2543926089613413,-1.324400509417597,normal
0.2426938733701009,-0.8191553664944206,-1.755132734693381,-3.658787370330296,2.421612476332223,-0.980270382830394,normal
0.7403006926614402,-0.5864678334378686,0.0127836416061522,-1.0516133069133975,0.6526381804497233,-3.5384268551260356,normal
-0.8567862913169237,1.010127142036346,-0.4032142791650228,0.4364445320795974,-2.0056931730540475,4.715464753026326,normal
0.64387597680691,-0.0662846886230422,-4.796928038247604,6.158105281213215,-0.1861147894154177,0.1505755248525661,normal
-0.4809024119528063,-2.92169509404883,-0.0867794242631082,1.8798325817169357,0.7538683558340311,2.8570570362875514,normal
1.9775798676076173,-3.504627656980702,3.506985777340248,5.476139064524946,-2.2734686369868475,1.4671427345006758,normal
