diff_C7_pitch,diff_C7_roll,diff_T3_pitch,diff_T3_roll,diff_T7_pitch,diff_T7_roll,label
-0.3772333484099867,0.44262832460158413,-0.3902512861821664,-1.7567088148382364,-0.0223259839016845,-0.5266928789944472,normal
-0.24807917876501331,1.3373858666504255,0.0913918371485451,0.28433435749511454,-1.0245746501662465,-0.8408351874364345,normal
0.5260098815451111,1.860297947035288,0.9181053667430994,0.5130759427973943,0.24286253670675606,2.456983773399597,normal
2.0480886577092217,-0.11273105965428867,2.372670217721807,-1.474166723230876,2.201409320827202,-1.875464900707843,normal
-4.732648037076796,-0.03432384924284759,-3.468587280309684,-2.129410833594949,-3.3221108613215997,-1.9125389165416036,normal
-0.08095180670383138,0.3777866446089687,0.33824333996138645,-0.09096456506558953,0.3474707855724706,0.03764237071532017,normal
-1.629945549748011,-0.5767302402480845,-1.4540633872371074,1.259697581755682,-1.9094049641883948,-2.174931240627024,normal
1.941501183610801,2.9685923179828717,2.6780230128931226,2.0387474959988947,0.39857988442821113,1.6006984236964859,normal
1.9326165712629622,-1.9122802497753706,1.6533177827822165,-1.4418856227493357,2.370415307854406,0.15589090778329862,normal
0.7904974616790463,-1.7456862892065996,2.0017543833989273,-1.480938022778294,1.1837269165857929,-0.16480256867491805,normal
-2.9199549937859466,-1.522965564465291,-1.9011151110562934,-0.02472595690990631,-0.49213136334817564,-0.4589537585902895,normal
1.3905214491624889,1.1453092515590548,0.7416832107256396,-0.7589902506244637,1.2454368098752815,0.6330011807766004,normal
4.016363839015517,-0.4037362293436428,3.728331430838875,0.07025908358541263,2.040867892032038,-1.1733077618142156,normal
0.35103849421410954,2.823865403516779,-2.2027591615506315,2.845945743820815,0.14262082565820028,1.5850552548454493,normal
0.12513227815819317,-1.058566377142696,-1.5970127601498203,1.3583190726302123,-1.6116893719029928,-0.36771715358131174,normal
0.3715090386973637,-3.0715516619271783,0.903711342863869,-1.858753242195554,2.022297868055554,-1.5810935514225086,normal
2.633667506048005,-1.631750303561943,4.1279557155623365,-3.6358118955970102,3.523874724712555,-1.3635419437601297,normal
3.108749339559419,0.5469286266999211,2.068548617202084,1.264001042021051,2.9137349762800113,3.088845615197722,normal
-2.4772507917102784,0.08512518948149062,-1.0131313518968155,1.3045477803271743,-0.06356830650721412,0.43643959147839984,normal
-1.8209000793907377,1.1784339420755796,-2.794719917461559,1.8201599968241977,-2.1641730293981603,1.3866002209532955,normal
2.777359302574312,3.066703715949301,2.7431089129666155,0.6179442480766955,2.6377201102553194,2.396677149285912,normal
1.1940101260393312,0.2662078724819885,-1.143830841629316,1.078489634925259,0.42121280939277567,0.17105630414800366,normal
0.9461788248053005,1.4295695094980578,1.5852887949627732,-0.5716742047304262,2.1045329485376083,0.8661364387974639,normal
-1.1000911806258318,0.20688119640082425,-1.1702840459519932,1.7994833165375663,-2.0606991069282965,1.165308407746715,normal
-1.4843308756599356,3.6952839314064625,-0.2394845148623583,2.899802451170167,1.5267826820692298,2.9914268487392057,normal
4.280409633078488,-1.1540694497952115,3.447449589905693,-0.6007388216687882,3.773942779720718,-0.4607303641338925,normal
-4.133597527025023,4.742905506233993,-4.805689700885183,3.2925357047242687,-1.4680463188184913,2.130270816893711,normal
-2.612608804358447,-0.1264242629436646,-1.95830619579939,-1.076776701398276,-4.272400153816773,-1.2547941074800466,normal
0.9148943613035119,0.6634424680687807,3.598979862661219,2.825042116707372,2.9297947006313367,1.0077962925564392,normal
-2.4428786499665254,-0.7616665701377288,-2.016263983075646,-1.7430728660853938,-3.40196511871027,-2.042646152051171,normal
-4.163773673356051,0.6318357485364962,-1.9540461228385535,2.48712649881093,-2.256909048478745,1.9663977136600996,normal
-1.3375225743121573,0.41072980210369625,-0.0026312284439877764,-0.6292080533355207,1.866206947287233,-1.1489473523242855,normal
1.0631907499582747,2.777558676609284,2.4459831444872937,-0.9380923057827876,0.9208222442294304,0.8897238672060541,normal
-0.2380828395333472,-3.9290375734818515,1.5094772594111199,-2.125873783759747,1.8425419309757067,-2.7923453825991276,normal
-2.1851254648141754,-2.6299460415122233,-1.654080415527556,-2.209204312020767,-2.601047816561679,-1.6507390372465147,normal
-0.6891965776959533,-1.5760662241825023,-2.005323198653372,-0.8349285264913419,-0.07282534964336612,-1.3535203903592068,normal
-0.05418647013467681,0.5959608890378957,-1.8337898259405947,-0.03374146589001625,-1.4834880906889594,-0.7070598345085279,normal
1.225221573816793,1.035247160618546,0.5767020121237446,-0.6211751445940689,0.2854158581928352,-1.0476090780447458,normal
0.010793860531950639,2.627485695789778,1.0778203235822703,-1.2746224122662206,1.0662093026583865,0.22069407173828004,normal
0.3151785654818376,-1.3405041566633407,-0.9239033632582637,1.4712713449458663,1.0437158310160362,2.6018000730337754,normal
4.221922174055371,-4.916290201115103,4.897217060139806,-2.7466505971779513,2.693401446924579,-0.9900990529088598,normal
1.5227162345502396,-3.567863241092589,1.376978124557935,-3.301917947982572,2.386736849596667,-4.260009721610783,normal
-0.02675790265338429,2.9319311869581846,0.7964116492828945,2.031580322021378,1.153125234735035,2.818332792709862,normal
-1.2542430122944048,2.4759172123257445,-2.3968748235210176,1.8586615351377498,-0.9027822315178049,2.4965459228077274,normal
1.4120039835833977,-0.39266418146528603,1.529959505711167,-0.45989596116093157,1.582546245424329,0.39569905801023525,normal
-0.9853155937574058,-2.030402680780651,-1.0208097159502092,-0.42386943938582944,-0.27050145133068354,0.28043511693264955,normal
2.761586238125302,-0.3451198249319274,3.939721266466845,-1.4521086385444468,3.7996053781575587,0.3232800157502384,normal
-1.5258611000449989,0.634044845990128,-1.0465725566329038,-1.9825689990528486,-1.2171744049508522,-0.19829517632391447,normal
-0.7870681289653545,1.4718887961987184,-0.2496203511277948,0.17228898436133533,-0.46318979833951734,-0.07008263581362617,normal
-0.1351794315095094,1.796228310188955,-1.7462108148223532,2.355790586683872,-1.2973779135850354,0.8702459313806348,normal
-2.9930941932024044,0.7305042130626545,-1.1571408130892413,-0.2147853425863407,-0.46672667409691093,0.9811814835434229,normal
-0.6564471105607604,-2.5210984920724595,-1.4786662347335922,-1.636071460131061,-1.1566663032071336,-0.7938984102656206,normal
0.25602625763416703,1.3872798631119039,-0.895108096117504,2.4241219111868526,0.49609306660991176,3.153081659225875,normal
-1.5418638249787668,-0.04798379912103659,-1.4865974978419254,-1.6749124301529337,-0.8349212396830948,0.6928329314604968,normal
2.0057730468090176,2.9638568235686886,2.2687736538163037,4.942185450708457,0.8759710235296863,3.485767970207398,normal
-4.558328968087227,-4.381768555708373,-2.086442383360316,-3.868360412965769,-3.1236288623220116,-4.163512760179894,normal
2.276022697253622,-2.6460477010185026,0.6100390060665902,-1.5302012413487893,1.2416699331117809,-0.22825219799833585,normal
-0.20745364309071115,-2.3845353759091457,0.8208483530913342,-1.4279584237291019,0.1453017577766316,-0.9421442125379262,normal
-0.9123845108899086,1.3238306602966285,-1.1358193786154118,-0.5551495312828851,-1.8936624645263715,0.4817015608483101,normal
-2.6965786608058506,1.558714485616861,-2.240840962884964,-0.2618148367735669,-0.3284258406119692,-0.8189432091725364,normal
-0.9577555214127436,1.454317123170708,1.0401125711130652,-1.8602333819742167,-1.318102308665273,0.9196163241137418,normal
-2.502406600067563,0.10889405196282809,-2.784650346263677,-0.48773511054849433,-3.2274346046150133,0.7094055680833604,normal
